,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300
0,"(39.91393321143351, -87.81975030899048)","(39.91391675270059, -87.81975030899048)","(39.91390029396766, -87.81975030899048)","(39.91388383523473, -87.81975030899048)","(39.913867376501805, -87.81975030899048)","(39.913850917768876, -87.81975030899048)","(39.913834459035954, -87.81975030899048)","(39.913818000303024, -87.81975030899048)","(39.913801541570095, -87.81975030899048)","(39.91378508283717, -87.81975030899048)","(39.91376862410424, -87.81975030899048)","(39.91375216537132, -87.81975030899048)","(39.91373570663839, -87.81975030899048)","(39.91371924790546, -87.81975030899048)","(39.91370278917254, -87.81975030899048)","(39.91368633043961, -87.81975030899048)","(39.91366987170668, -87.81975030899048)","(39.91365341297376, -87.81975030899048)","(39.91363695424083, -87.81975030899048)","(39.9136204955079, -87.81975030899048)","(39.91360403677498, -87.81975030899048)","(39.91358757804205, -87.81975030899048)","(39.913571119309125, -87.81975030899048)","(39.913554660576196, -87.81975030899048)","(39.91353820184327, -87.81975030899048)","(39.913521743110344, -87.81975030899048)","(39.913505284377415, -87.81975030899048)","(39.91348882564449, -87.81975030899048)","(39.91347236691156, -87.81975030899048)","(39.91345590817863, -87.81975030899048)","(39.91343944944571, -87.81975030899048)","(39.91342299071278, -87.81975030899048)","(39.91340653197985, -87.81975030899048)","(39.91339007324693, -87.81972885131836)","(39.913373614514, -87.81972885131836)","(39.91335715578107, -87.81972885131836)","(39.91334069704815, -87.81972885131836)","(39.91332423831522, -87.81972885131836)","(39.9133077795823, -87.81972885131836)","(39.91329132084937, -87.81972885131836)","(39.91327486211644, -87.81972885131836)","(39.913258403383516, -87.81972885131836)","(39.913241944650586, -87.81972885131836)","(39.913225485917664, -87.81972885131836)","(39.913209027184735, -87.81972885131836)","(39.913192568451805, -87.81972885131836)","(39.91317610971888, -87.81972885131836)","(39.91315965098595, -87.81972885131836)","(39.913143192253024, -87.81972885131836)","(39.9131267335201, -87.81972885131836)","(39.91311027478717, -87.81972885131836)","(39.91309381605424, -87.81972885131836)","(39.91307735732132, -87.81972885131836)","(39.91306089858839, -87.81972885131836)","(39.91304443985547, -87.81972885131836)","(39.91302798112254, -87.81972885131836)","(39.91301152238961, -87.81972885131836)","(39.91299506365669, -87.81972885131836)","(39.91297860492376, -87.81972885131836)","(39.912962146190836, -87.81972885131836)","(39.912945687457906, -87.81972885131836)","(39.91292922872498, -87.81972885131836)","(39.912912769992055, -87.81972885131836)","(39.912896311259125, -87.81972885131836)","(39.912879852526196, -87.81972885131836)","(39.91286339379327, -87.81972885131836)","(39.912846935060344, -87.81972885131836)","(39.912830476327414, -87.81972885131836)","(39.91281401759449, -87.81972885131836)","(39.91279755886156, -87.81972885131836)","(39.91278110012864, -87.81972885131836)","(39.91276464139571, -87.81972885131836)","(39.91274818266278, -87.81972885131836)","(39.91273172392986, -87.81972885131836)","(39.91271526519693, -87.81972885131836)","(39.91269880646401, -87.81972885131836)","(39.91268234773108, -87.81972885131836)","(39.91266588899815, -87.81972885131836)","(39.912649430265226, -87.81972885131836)","(39.9126329715323, -87.81972885131836)","(39.91261651279937, -87.81972885131836)","(39.912600054066445, -87.81972885131836)","(39.912583595333516, -87.81972885131836)","(39.912567136600586, -87.81972885131836)","(39.912550677867664, -87.81972885131836)","(39.912534219134734, -87.81972885131836)","(39.91251776040181, -87.81972885131836)","(39.91250130166888, -87.81972885131836)","(39.91248484293595, -87.81972885131836)","(39.91246838420303, -87.81972885131836)","(39.9124519254701, -87.81972885131836)","(39.91243546673718, -87.81972885131836)","(39.91241900800425, -87.81972885131836)","(39.91240254927132, -87.81972885131836)","(39.9123860905384, -87.81972885131836)","(39.91236963180547, -87.81972885131836)","(39.91235317307254, -87.81972885131836)","(39.91233671433962, -87.81972885131836)","(39.91232025560669, -87.81972885131836)","(39.91230379687376, -87.81972885131836)","(39.912287338140835, -87.81972885131836)","(39.912270879407906, -87.81972885131836)","(39.912254420674984, -87.81972885131836)","(39.912237961942054, -87.81972885131836)","(39.912221503209125, -87.81972885131836)","(39.9122050444762, -87.81972885131836)","(39.91218858574327, -87.81972885131836)","(39.91217212701035, -87.81972885131836)","(39.91215566827742, -87.81972885131836)","(39.91213920954449, -87.81972885131836)","(39.91212275081157, -87.81972885131836)","(39.91210629207864, -87.81972885131836)","(39.91208983334571, -87.81972885131836)","(39.91207337461279, -87.81972885131836)","(39.91205691587986, -87.81972885131836)","(39.91204045714693, -87.81972885131836)","(39.91202399841401, -87.81972885131836)","(39.91200753968108, -87.81972885131836)","(39.911991080948155, -87.81972885131836)","(39.911974622215226, -87.81972885131836)","(39.911958163482296, -87.81975030899048)","(39.911958163482296, -87.8197717666626)","(39.911958163482296, -87.81979322433472)","(39.911958163482296, -87.81981468200684)","(39.911958163482296, -87.81983613967896)","(39.911958163482296, -87.81985759735107)","(39.911941704749374, -87.8198790550232)","(39.911941704749374, -87.81990051269531)","(39.911941704749374, -87.81992197036743)","(39.911941704749374, -87.81994342803955)","(39.911941704749374, -87.81996488571167)","(39.911941704749374, -87.81998634338379)","(39.911941704749374, -87.82000780105591)","(39.911941704749374, -87.82002925872803)","(39.911941704749374, -87.82005071640015)","(39.911941704749374, -87.82007217407227)","(39.911941704749374, -87.82009363174438)","(39.911941704749374, -87.8201150894165)","(39.911941704749374, -87.82013654708862)","(39.911941704749374, -87.82015800476074)","(39.911941704749374, -87.82017946243286)","(39.911941704749374, -87.82020092010498)","(39.911941704749374, -87.8202223777771)","(39.911941704749374, -87.82024383544922)","(39.911941704749374, -87.82026529312134)","(39.911941704749374, -87.82028675079346)","(39.911941704749374, -87.82030820846558)","(39.911941704749374, -87.8203296661377)","(39.911941704749374, -87.82035112380981)","(39.911941704749374, -87.82037258148193)","(39.911941704749374, -87.82039403915405)","(39.911941704749374, -87.82041549682617)","(39.911941704749374, -87.82043695449829)","(39.911941704749374, -87.82045841217041)","(39.911941704749374, -87.82047986984253)","(39.911941704749374, -87.82050132751465)","(39.911941704749374, -87.82052278518677)","(39.911941704749374, -87.82054424285889)","(39.911941704749374, -87.820565700531)","(39.911941704749374, -87.82058715820312)","(39.911941704749374, -87.82060861587524)","(39.911941704749374, -87.82063007354736)","(39.911941704749374, -87.82065153121948)","(39.911941704749374, -87.8206729888916)","(39.911941704749374, -87.82069444656372)","(39.911941704749374, -87.82071590423584)","(39.911941704749374, -87.82073736190796)","(39.911941704749374, -87.82075881958008)","(39.911941704749374, -87.8207802772522)","(39.911941704749374, -87.82080173492432)","(39.911941704749374, -87.82082319259644)","(39.911941704749374, -87.82084465026855)","(39.911941704749374, -87.82086610794067)","(39.911941704749374, -87.8208875656128)","(39.911941704749374, -87.82090902328491)","(39.911941704749374, -87.82093048095703)","(39.911941704749374, -87.82095193862915)","(39.911941704749374, -87.82097339630127)","(39.911941704749374, -87.82099485397339)","(39.911941704749374, -87.82101631164551)","(39.911941704749374, -87.82103776931763)","(39.911925246016445, -87.82105922698975)","(39.911925246016445, -87.82108068466187)","(39.911925246016445, -87.82110214233398)","(39.911925246016445, -87.8211236000061)","(39.911925246016445, -87.82114505767822)","(39.911925246016445, -87.82116651535034)","(39.911925246016445, -87.82118797302246)","(39.911925246016445, -87.82120943069458)","(39.911925246016445, -87.8212308883667)","(39.911925246016445, -87.82125234603882)","(39.911925246016445, -87.82127380371094)","(39.911925246016445, -87.82129526138306)","(39.911925246016445, -87.82131671905518)","(39.911925246016445, -87.8213381767273)","(39.91190878728352, -87.82135963439941)","(39.91189232855059, -87.82135963439941)","(39.91187586981766, -87.82135963439941)","(39.91185941108474, -87.82135963439941)","(39.91184295235181, -87.82135963439941)","(39.91182649361888, -87.82135963439941)","(39.91181003488596, -87.82135963439941)","(39.91179357615303, -87.82135963439941)","(39.9117771174201, -87.82135963439941)","(39.91176065868718, -87.82135963439941)","(39.91174419995425, -87.82135963439941)","(39.91172774122133, -87.82135963439941)","(39.9117112824884, -87.82135963439941)","(39.91169482375547, -87.82135963439941)","(39.911678365022546, -87.82135963439941)","(39.911661906289616, -87.82135963439941)","(39.911645447556694, -87.82135963439941)","(39.911628988823765, -87.82135963439941)","(39.911612530090835, -87.82135963439941)","(39.91159607135791, -87.82135963439941)","(39.91157961262498, -87.82135963439941)","(39.911563153892054, -87.82135963439941)","(39.91154669515913, -87.82135963439941)","(39.9115302364262, -87.82135963439941)","(39.91151377769327, -87.82135963439941)","(39.91149731896035, -87.82135963439941)","(39.91148086022742, -87.82135963439941)","(39.9114644014945, -87.82135963439941)","(39.91144794276157, -87.82135963439941)","(39.91143148402864, -87.82135963439941)","(39.91141502529572, -87.82135963439941)","(39.91139856656279, -87.82138109207153)","(39.911382107829866, -87.82138109207153)","(39.911365649096936, -87.82135963439941)","(39.91134919036401, -87.8213381767273)","(39.911332731631084, -87.8213381767273)","(39.911316272898155, -87.8213381767273)","(39.911299814165226, -87.8213381767273)","(39.9112833554323, -87.8213381767273)","(39.911266896699374, -87.8213381767273)","(39.911250437966444, -87.8213381767273)","(39.91123397923352, -87.8213381767273)","(39.91121752050059, -87.8213381767273)","(39.91120106176767, -87.8213381767273)","(39.91118460303474, -87.8213381767273)","(39.91116814430181, -87.8213381767273)","(39.91115168556889, -87.8213381767273)","(39.91113522683596, -87.8213381767273)","(39.91111876810304, -87.8213381767273)","(39.91110230937011, -87.8213381767273)","(39.91108585063718, -87.8213381767273)","(39.911069391904256, -87.8213381767273)","(39.91105293317133, -87.8213381767273)","(39.9110364744384, -87.8213381767273)","(39.911020015705475, -87.8213381767273)","(39.911003556972545, -87.8213381767273)","(39.910987098239616, -87.8213381767273)","(39.910970639506694, -87.8213381767273)","(39.910954180773764, -87.8213381767273)","(39.91093772204084, -87.8213381767273)","(39.91092126330791, -87.8213381767273)","(39.91090480457498, -87.8213381767273)","(39.91088834584206, -87.8213381767273)","(39.91087188710913, -87.8213381767273)","(39.91085542837621, -87.8213381767273)","(39.91083896964328, -87.8213381767273)","(39.91082251091035, -87.8213381767273)","(39.91080605217743, -87.8213381767273)","(39.9107895934445, -87.8213381767273)","(39.91077313471157, -87.8213381767273)","(39.91075667597865, -87.8213381767273)","(39.91074021724572, -87.82135963439941)","(39.91074021724572, -87.82138109207153)","(39.91074021724572, -87.82140254974365)","(39.91072375851279, -87.82142400741577)","(39.91072375851279, -87.82144546508789)","(39.91072375851279, -87.82146692276001)","(39.91072375851279, -87.82148838043213)","(39.91072375851279, -87.82150983810425)","(39.91072375851279, -87.82153129577637)","(39.91072375851279, -87.82155275344849)","(39.91072375851279, -87.8215742111206)","(39.91072375851279, -87.82159566879272)","(39.910707299779865, -87.82161712646484)","(39.910707299779865, -87.82163858413696)","(39.910707299779865, -87.82166004180908)","(39.910690841046936, -87.8216814994812)","(39.910690841046936, -87.82170295715332)","(39.910690841046936, -87.82172441482544)","(39.91067438231401, -87.82174587249756)","(39.91067438231401, -87.82176733016968)","(39.91067438231401, -87.8217887878418)","(39.910657923581084, -87.82181024551392)","(39.910657923581084, -87.82183170318604)","(39.910657923581084, -87.82185316085815)","(39.910641464848155, -87.82187461853027)","(39.910641464848155, -87.82189607620239)","(39.910641464848155, -87.82191753387451)","(39.910641464848155, -87.82193899154663)","(39.91062500611523, -87.82196044921875)","(39.91062500611523, -87.82198190689087)","(39.91062500611523, -87.82200336456299)","(39.9106085473823, -87.82202482223511)","(39.9106085473823, -87.82204627990723)","(39.9106085473823, -87.82206773757935)","(39.91059208864938, -87.82208919525146)"
1,"(39.91297860492376, -87.81929969787598)","(39.91297860492376, -87.8193211555481)","(39.91297860492376, -87.81934261322021)","(39.91297860492376, -87.81936407089233)","(39.91297860492376, -87.81938552856445)","(39.91297860492376, -87.81940698623657)","(39.91297860492376, -87.81942844390869)","(39.91297860492376, -87.81944990158081)","(39.91297860492376, -87.81947135925293)","(39.91297860492376, -87.81949281692505)","(39.91297860492376, -87.81951427459717)","(39.91297860492376, -87.81953573226929)","(39.91297860492376, -87.8195571899414)","(39.91297860492376, -87.81957864761353)","(39.91297860492376, -87.81960010528564)","(39.91297860492376, -87.81962156295776)","(39.91297860492376, -87.81964302062988)","(39.91297860492376, -87.819664478302)","(39.91297860492376, -87.81968593597412)","(39.91297860492376, -87.81970739364624)","(39.91297860492376, -87.81972885131836)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"(39.91297860492376, -87.81975030899048)","(39.91297860492376, -87.8197717666626)","(39.91297860492376, -87.81979322433472)","(39.91297860492376, -87.81981468200684)","(39.91297860492376, -87.81983613967896)","(39.91297860492376, -87.81985759735107)","(39.91297860492376, -87.8198790550232)","(39.91297860492376, -87.81990051269531)","(39.91297860492376, -87.81992197036743)","(39.91297860492376, -87.81994342803955)","(39.91297860492376, -87.81996488571167)","(39.91297860492376, -87.81998634338379)","(39.91297860492376, -87.82000780105591)","(39.91297860492376, -87.82002925872803)","(39.91297860492376, -87.82005071640015)","(39.91297860492376, -87.82007217407227)","(39.91297860492376, -87.82009363174438)","(39.91297860492376, -87.8201150894165)","(39.91297860492376, -87.82013654708862)","(39.91297860492376, -87.82015800476074)","(39.91297860492376, -87.82017946243286)","(39.91297860492376, -87.82020092010498)","(39.91297860492376, -87.8202223777771)","(39.91297860492376, -87.82024383544922)","(39.91297860492376, -87.82026529312134)","(39.91297860492376, -87.82028675079346)","(39.91297860492376, -87.82030820846558)","(39.91297860492376, -87.8203296661377)","(39.91297860492376, -87.82035112380981)","(39.91297860492376, -87.82037258148193)","(39.91297860492376, -87.82039403915405)","(39.91297860492376, -87.82041549682617)","(39.91297860492376, -87.82043695449829)","(39.91297860492376, -87.82045841217041)","(39.91297860492376, -87.82047986984253)","(39.91297860492376, -87.82050132751465)","(39.91297860492376, -87.82052278518677)","(39.912962146190836, -87.82054424285889)","(39.912962146190836, -87.820565700531)","(39.912962146190836, -87.82058715820312)","(39.912962146190836, -87.82060861587524)","(39.912962146190836, -87.82063007354736)","(39.912962146190836, -87.82065153121948)","(39.912962146190836, -87.8206729888916)","(39.912962146190836, -87.82069444656372)","(39.912962146190836, -87.82071590423584)","(39.912962146190836, -87.82073736190796)","(39.912962146190836, -87.82075881958008)","(39.912962146190836, -87.8207802772522)","(39.912962146190836, -87.82080173492432)","(39.912962146190836, -87.82082319259644)","(39.912962146190836, -87.82084465026855)","(39.912962146190836, -87.82086610794067)","(39.912962146190836, -87.8208875656128)","(39.912962146190836, -87.82090902328491)","(39.912962146190836, -87.82093048095703)","(39.912962146190836, -87.82095193862915)","(39.912962146190836, -87.82097339630127)","(39.912962146190836, -87.82099485397339)","(39.912962146190836, -87.82101631164551)","(39.912962146190836, -87.82103776931763)","(39.912962146190836, -87.82105922698975)","(39.912962146190836, -87.82108068466187)","(39.912962146190836, -87.82110214233398)","(39.912962146190836, -87.8211236000061)","(39.912962146190836, -87.82114505767822)","(39.912962146190836, -87.82116651535034)","(39.912962146190836, -87.82118797302246)","(39.912962146190836, -87.82120943069458)","(39.912962146190836, -87.8212308883667)","(39.912962146190836, -87.82125234603882)","(39.912962146190836, -87.82127380371094)","(39.912962146190836, -87.82129526138306)","(39.912962146190836, -87.82131671905518)","(39.912945687457906, -87.8213381767273)","(39.91292922872498, -87.8213381767273)","(39.912912769992055, -87.8213381767273)","(39.912896311259125, -87.8213381767273)","(39.912879852526196, -87.8213381767273)","(39.91286339379327, -87.8213381767273)","(39.912846935060344, -87.8213381767273)","(39.912830476327414, -87.8213381767273)","(39.91281401759449, -87.8213381767273)","(39.91279755886156, -87.8213381767273)","(39.91278110012864, -87.8213381767273)","(39.91276464139571, -87.8213381767273)","(39.91274818266278, -87.8213381767273)","(39.91273172392986, -87.8213381767273)","(39.91271526519693, -87.8213381767273)","(39.91269880646401, -87.8213381767273)","(39.91268234773108, -87.8213381767273)","(39.91266588899815, -87.8213381767273)","(39.912649430265226, -87.8213381767273)","(39.9126329715323, -87.8213381767273)","(39.91261651279937, -87.8213381767273)","(39.912600054066445, -87.8213381767273)","(39.912583595333516, -87.8213381767273)","(39.912567136600586, -87.8213381767273)","(39.912550677867664, -87.8213381767273)","(39.912534219134734, -87.8213381767273)","(39.91251776040181, -87.8213381767273)","(39.91250130166888, -87.8213381767273)","(39.91248484293595, -87.8213381767273)","(39.91246838420303, -87.8213381767273)","(39.9124519254701, -87.8213381767273)","(39.91243546673718, -87.8213381767273)","(39.91241900800425, -87.82135963439941)","(39.91240254927132, -87.82135963439941)","(39.9123860905384, -87.82135963439941)","(39.91236963180547, -87.82135963439941)","(39.91235317307254, -87.82135963439941)","(39.91233671433962, -87.82135963439941)","(39.91232025560669, -87.82135963439941)","(39.91230379687376, -87.82135963439941)","(39.912287338140835, -87.82135963439941)","(39.912270879407906, -87.82135963439941)","(39.912254420674984, -87.82135963439941)","(39.912237961942054, -87.82135963439941)","(39.912221503209125, -87.82135963439941)","(39.9122050444762, -87.82135963439941)","(39.91218858574327, -87.82135963439941)","(39.91217212701035, -87.82135963439941)","(39.91215566827742, -87.82135963439941)","(39.91213920954449, -87.82135963439941)","(39.91212275081157, -87.82135963439941)","(39.91210629207864, -87.82135963439941)","(39.91208983334571, -87.82135963439941)","(39.91207337461279, -87.82135963439941)","(39.91205691587986, -87.82135963439941)","(39.91204045714693, -87.82135963439941)","(39.91202399841401, -87.82135963439941)","(39.91200753968108, -87.82135963439941)","(39.911991080948155, -87.82135963439941)","(39.911974622215226, -87.82135963439941)","(39.911958163482296, -87.82135963439941)","(39.911941704749374, -87.82135963439941)","(39.911925246016445, -87.82135963439941)","(39.91190878728352, -87.82135963439941)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
